name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Round Lake Village Hall,"442 N. Cedar Lake Rd., Round Lake, IL, 60073",,09:00 AM - 05:00 PM,,ho85703708,false,true,,,,poll32055606
Vernon Township Office,"3050 N. Main St., Buffalo Grove, IL, 60089",,09:00 AM - 05:00 PM,,ho10166162,false,true,,,,poll25041335
Zion City Hall,"2828 Sheridan Rd., Zion, IL, 60099",,09:00 AM - 05:00 PM,,ho64382428,false,true,,,,poll36649234
Gurnee Village Hall,"325 N. O'Plaine Rd, Gurnee, IL, 60031",,09:00 AM - 05:00 PM,,ho27490463,false,true,,,,poll90864857
"Jane Addams Center, Bowen Park","95 Jack Benny Dr, Waukegan, IL, 60087",,09:00 AM - 05:00 PM,,ho40105288,false,true,,,,poll40555838
North Chicago City Hall,"1850 Lewis Ave, North Chicago, IL, 60064",,09:00 AM - 05:00 PM,,ho44988911,false,true,,,,poll76422206
LaSalle County Clerk Office,"707 East Etna Road, Ottawa, IL, 61350",,08:00 AM - 04:30 PM,,ho76295289,false,true,,,,poll90863627
Lawrence County Courthouse,"1100 State Street, Lawrenceville, IL, 62439",,09:00 AM - 05:00 PM,,ho1528292,false,true,,,,poll76562502
"Old Court House, 1st Floor","112 East 2nd, Dixon, IL, 61021",,08:15 AM - 04:15 PM,,ho65467552,false,true,,,,poll89459923
Livingston County Clerk Office,"112 W Madison St, Pontiac, IL, 61764",,08:00 AM - 04:30 PM,,ho92804540,false,true,,,,poll41330310
Logan County Clerk Office,"601 Broadway, Lincoln, IL, 62656",Room 20,08:30 AM - 04:30 PM,,ho56451115,false,true,,,,poll41852838
Macon County Clerk's Office,"141 South Main St, Decatur, IL, 62523",Room 119,08:30 AM - 04:30 PM,,ho53428553,false,true,,,,poll49601148
Madison County Administration Building,"157 Main Street, Edwardsville, IL, 62025",1st Floor,08:30 AM - 04:30 PM,,ho33737591,false,true,,,,poll64429170
Granite City Township Building,"2060A Delmar Ave., Granite City, IL, 62040",,08:30 AM - 04:30 PM,,ho95523731,false,true,,,,poll2819772
Alton Law Enforcement Center,"1700 Broadway, Alton, IL, 62002",,08:30 AM - 04:30 PM,,ho82613920,false,true,,,,poll70934250
E. Southern Illinois University,"6 Hairpin Drive, Edwardsville, IL, 62026","Willow Room, Morris Center",12:00 PM - 05:00 PM,,ho49657563,false,true,,,,poll94716949
Bethalto Village Hall,"213 N. Prairie St., Bethalto, IL, 62010",,12:00 PM - 06:00 PM,,ho62839552,false,true,,,,poll50102078
Collinsville Senior Citizen Center,"420 E. Main St., Collinsville, IL, 62234",,12:00 PM - 06:00 PM,,ho93225896,false,true,,,,poll48044613
"Lewis & Clark College, Trimpe Advanced Technology Center, Ahlemeyer Atrium","Godfrey Road, Godfrey, IL, 62035",,12:00 PM - 06:00 PM,,ho44154599,false,true,,,,poll92591830
Latzer Memorial Public Library,"1001 9th Street, Highland, IL, 62249",,12:00 PM - 06:00 PM,,ho94335168,false,true,,,,poll21171624
Madison Fire Station,"1800 3rd Street, Madison, IL, 62060",,12:00 PM - 06:00 PM,,ho68839386,false,true,,,,poll43462025
Troy City Hall,"116 E. Market Street, Troy, IL, 62294",,12:00 PM - 06:00 PM,,ho37707401,false,true,,,,poll11658833
Wood River Township Office,"33 S. 9th Street, East Alton, IL, 62024",,12:00 PM - 06:00 PM,,ho60651603,false,true,,,,poll96375090
"Marion County Court House, Room 202","100 East Main Street, Salem, IL, 62881",,08:00 AM - 04:00 PM,,ho16764825,false,true,,,,poll45813353
Marshall County Clerk Office,"122 North Prairie, Lacon, IL, 61540-0328",,08:30 AM - 04:30 PM,,ho85600186,false,true,,,,poll21097966
Mason County Clerk Office,"100 N. Broadway Street, Havana, IL, 62644-0077",,08:00 AM - 04:00 PM,,ho38172936,false,true,,,,poll67388408
